,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Sport_Rank,Has_Previous_Medal
188118,4308,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
188119,4309,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
188537,4310,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
188538,4311,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
188539,4312,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
188540,4313,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
188541,4314,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,,14,False
188542,4315,Koen Van Damme,M,21.0,167.0,62.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
188970,4316,Lambertus Hendrikus Yuri van Gelder,M,33.0,161.0,62.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
188971,4317,Lambertus Hendrikus Yuri van Gelder,M,33.0,161.0,62.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
188985,4318,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
188986,4319,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
188987,4320,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
188988,4321,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
188989,4322,Cline Henriette van Gerner,F,21.0,156.0,51.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
188990,4323,Cline Henriette van Gerner,F,21.0,156.0,51.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
188991,4324,Cline Henriette van Gerner,F,21.0,156.0,51.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
188992,4325,Cline Henriette van Gerner,F,21.0,156.0,51.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
188993,4326,Cline Henriette van Gerner,F,21.0,156.0,51.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
189173,4327,Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
189174,4328,Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
189175,4329,Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
189176,4330,Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
189177,4331,Laura Antoinette van Leeuwen,F,18.0,169.0,56.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
189256,4332,Vera Dorothea Wilhelmina van Pol,F,22.0,157.0,54.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
189257,4333,Vera Dorothea Wilhelmina van Pol,F,22.0,157.0,54.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
189596,4334,Louise Vanhille,F,17.0,167.0,55.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
189597,4335,Louise Vanhille,F,17.0,167.0,55.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
189598,4336,Louise Vanhille,F,17.0,167.0,55.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
189599,4337,Louise Vanhille,F,17.0,167.0,55.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
189600,4338,Louise Vanhille,F,17.0,167.0,55.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
189642,4339,Aagje Vanwalleghem,F,16.0,155.0,43.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
189643,4340,Aagje Vanwalleghem,F,16.0,155.0,43.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
189644,4341,Aagje Vanwalleghem,F,16.0,155.0,43.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
189645,4342,Aagje Vanwalleghem,F,16.0,155.0,43.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
189646,4343,Aagje Vanwalleghem,F,16.0,155.0,43.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
189826,4344,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
189827,4345,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
189828,4346,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
189829,4347,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
189830,4348,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
189831,4349,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
189832,4350,"Luis Felipe ""Tingui"" Vargas Velzquez",M,21.0,164.0,61.0,Puerto Rico,PUR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
189893,4351,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
189894,4352,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,14,False
189895,4353,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
189896,4354,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
189897,4355,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
189898,4356,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,14,False
189899,4357,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
189900,4358,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
190818,4359,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
190819,4360,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
190820,4361,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
190821,4362,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
190822,4363,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
190823,4364,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
191052,4365,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
191053,4366,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
191054,4367,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
191055,4368,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,,14,False
191056,4369,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
191057,4370,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
191058,4371,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
191059,4372,Oleh Yuriyovych Verniaiev,M,18.0,161.0,55.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
191060,4373,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Silver,14,False
191061,4374,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
191062,4375,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
191063,4376,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,,14,False
191064,4377,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Gold,14,False
191065,4378,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
191066,4379,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
191067,4380,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
191252,4381,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
191253,4382,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,14,False
191254,4383,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
191255,4384,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
191256,4385,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
191257,4386,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
191258,4387,Vasil Vetsev,M,26.0,164.0,62.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
191492,4388,Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
191493,4389,Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
191494,4390,Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,,14,False
191495,4391,Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
191496,4392,Marcia Theresa Vidiaux Jimnez,F,17.0,143.0,41.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
191618,4393,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
191619,4394,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Gold,14,False
191620,4395,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,,14,False
191621,4396,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
191622,4397,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
191623,4398,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
191624,4399,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
191625,4400,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,True
191626,4401,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,True
191627,4402,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,True
191628,4403,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,True
191629,4404,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,True
191630,4405,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,True
191631,4406,Igors Vihrovs,M,26.0,165.0,62.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,True
192269,4407,Olivia Vivian,F,19.0,165.0,58.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
192270,4408,Olivia Vivian,F,19.0,165.0,58.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
192271,4409,Olivia Vivian,F,19.0,165.0,58.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
192281,4410,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
192282,4411,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,14,False
192283,4412,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
192284,4413,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
192285,4414,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,,14,False
192286,4415,Andreu Viv Toms,M,22.0,165.0,60.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
193047,4416,Oleksandr Serhiyovych Vorobiov,M,23.0,158.0,55.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
193048,4417,Oleksandr Serhiyovych Vorobiov,M,23.0,158.0,55.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,Bronze,14,False
193631,4418,Laura Waem,F,18.0,160.0,54.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,,14,False
193632,4419,Laura Waem,F,18.0,160.0,54.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
193633,4420,Laura Waem,F,18.0,160.0,54.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
193634,4421,Laura Waem,F,18.0,160.0,54.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
193723,4422,Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
193724,4423,Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
193725,4424,Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
193726,4425,Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
193727,4426,Isabella Minna Veronica  Wagner,F,17.0,152.0,48.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
193973,4427,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
193974,4428,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,,14,False
193975,4429,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
193976,4430,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,,14,False
193977,4431,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
193978,4432,Brooke Walker,F,18.0,160.0,47.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
194338,4433,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
194339,4434,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
194340,4435,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
194341,4436,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
194342,4437,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
194343,4438,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
194344,4439,Jeffrey Theodorus Wammes,M,29.0,170.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
194689,4440,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
194690,4441,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,,14,False
194691,4442,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
194692,4443,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
194693,4444,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
194694,4445,Wang Tiantian,F,18.0,145.0,37.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
194776,4446,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
194777,4447,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze,14,False
194778,4448,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
194779,4449,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,,14,False
194780,4450,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
194781,4451,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,,14,False
195637,4452,Andreas Wecker,M,30.0,160.0,62.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,,14,True
