,Name,Sex,Age,Height,Weight,Team,Development_Status,Rank,NOC,Games,Season,City,Sport,Event,Has_Previous_Medal,Count,Medal
212,Aleksey Yuryevich Nemov,0,0.6983649049924849,1.5484280004313824,1.96720571537079,Russia,Upper-Middle,-0.8245932981084132,RUS,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
213,Simona Amnar (-Tabr),1,-0.27321885719043465,-0.25350562321019077,-0.9729831693485089,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
214,Karl Oskar Kirmes,0,-0.27321885719043465,1.0979445945209891,0.734223279843342,Finland,Developed,0.6449227400343326,FIN,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
215,Kohei Uchimura,0,-0.5161147977361645,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
216,Oleksandr Mykolaiovych Beresh,0,0.21257302390102517,1.2105654459985875,0.9239128853091032,Ukraine,Developing,-2.294109336251159,UKR,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
217,Dmitry Nikolayevich Drevin,0,-0.7590107382818945,1.0979445945209891,0.4496888716447002,Russia,Upper-Middle,-0.8245932981084132,RUS,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
218,Carly Rae Patterson (-Caldwell),1,-1.2448026193733541,-0.9292307320757807,-0.9729831693485089,United States,Developed,0.6449227400343326,USA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
219,Kohei Uchimura,0,0.45546896444675505,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,1.5293532652363717,Gold
220,Miho Takenaka,1,-1.4876985599190842,-0.9292307320757807,-1.1626727748142702,Japan,Developed,0.6449227400343326,JPN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
221,Katheleen Lindor,1,-0.7590107382818945,0.7600820400881941,0.4496888716447002,France,Developed,0.6449227400343326,FRA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
222,Kohei Uchimura,0,0.45546896444675505,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,1.5293532652363717,Gold
223,Simona Amnar (-Tabr),1,-0.27321885719043465,-0.25350562321019077,-0.9729831693485089,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
224,Simone Arianne Biles,1,-0.5161147977361645,-1.9428183953741656,-0.6884487611498671,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
225,Rbert Gl,0,0.9412608455382149,0.6474611886105958,0.9239128853091032,Hungary,Developed,0.6449227400343326,HUN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
226,Aleksey Yuryevich Nemov,0,0.6983649049924849,1.5484280004313824,1.96720571537079,Russia,Upper-Middle,-0.8245932981084132,RUS,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
227,Maria Olaru,1,-0.7590107382818945,0.3095986341778008,-0.5936039584169865,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
228,Simona Amnar (-Tabr),1,-0.27321885719043465,-0.25350562321019077,-0.9729831693485089,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
229,Sandra Raluca Izbaa,1,-0.7590107382818945,0.42221948565539913,-0.21422474748546408,Romania,Developed,0.6449227400343326,ROU,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
230,Oleksandr Mykolaiovych Beresh,0,0.21257302390102517,1.2105654459985875,0.9239128853091032,Ukraine,Developing,-2.294109336251159,UKR,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
231,"Elizabeth Kimberly ""Beth"" Tweddle",1,-0.5161147977361645,-0.14088477173259245,-0.21422474748546408,Great Britain,Developed,0.6449227400343326,GBR,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
232,Adam Wong,0,0.45546896444675505,1.0979445945209891,0.6393784771104615,Canada,Developed,0.6449227400343326,CAN,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,
233,Jason Gatson,0,0.6983649049924849,0.5348403371329975,1.6826713071721482,United States,Developed,0.6449227400343326,USA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
234,Ludovico Edalli,0,0.21257302390102517,0.5348403371329975,0.259999266178939,Italy,Developed,0.6449227400343326,ITA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
235,Norimasa Iwai,0,1.4270527266296746,-0.3661264746877891,0.07030966071317776,Japan,Developed,0.6449227400343326,JPN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
236,Danell Johan Leyva Gonzalez,0,-0.27321885719043465,1.0979445945209891,1.3032920962406256,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
237,Maria Olaru,1,-0.7590107382818945,0.3095986341778008,-0.5936039584169865,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
238,Danell Johan Leyva Gonzalez,0,-0.27321885719043465,1.0979445945209891,1.3032920962406256,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
239,Kyle Keith Shewfelt,0,-0.7590107382818945,0.42221948565539913,0.6393784771104615,Canada,Developed,0.6449227400343326,CAN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
240,Dorina Bczg,1,-1.2448026193733541,-0.028263920254994135,-0.5936039584169865,Hungary,Developed,0.6449227400343326,HUN,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
241,"Kai-Wen ""Kevin"" Tan",0,1.1841567860839448,0.3095986341778008,0.9239128853091032,United States,Developed,0.6449227400343326,USA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
242,Simona Amnar (-Tabr),1,-0.27321885719043465,-0.25350562321019077,-0.9729831693485089,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,-0.4711643897950438,Gold
243,Aliya Farkhatovna Mustafina,1,-0.030322916644704725,0.1969777827002025,-0.5936039584169865,Russia,Upper-Middle,-0.8245932981084132,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Bronze
244,Denis Vladimirovich Savenkov,0,-0.27321885719043465,0.6474611886105958,0.5445336743775808,Belarus,Upper-Middle,-0.8245932981084132,BLR,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
245,Sal Cofio Arena,0,0.21257302390102517,1.435807148953784,1.3032920962406256,Spain,Developed,0.6449227400343326,ESP,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
246,Oleh Yuriyovych Verniaiev,0,0.21257302390102517,0.08435693122260418,0.07030966071317776,Ukraine,Developing,-2.294109336251159,UKR,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,Silver
247,Laura Campos Prieto,1,-0.5161147977361645,-1.1544724350309774,-0.5936039584169865,Spain,Developed,0.6449227400343326,ESP,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,1.5293532652363717,
248,Zhang Nan,1,-0.7590107382818945,-1.379714137986174,-1.447207183012912,China,Upper-Middle,-0.8245932981084132,CHN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
249,Christoph Schrer,0,0.45546896444675505,1.5484280004313824,1.1136024907748645,Switzerland,Developed,0.6449227400343326,SUI,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
250,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
251,Fan Ye,1,1.4270527266296746,1.773669703386579,1.6826713071721482,China,Upper-Middle,-0.8245932981084132,CHN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
252,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
253,Oleh Yuriyovych Verniaiev,0,0.21257302390102517,0.08435693122260418,0.07030966071317776,Ukraine,Developing,-2.294109336251159,UKR,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,Silver
254,Shang Chunsong,1,-0.27321885719043465,-1.9428183953741656,-1.921431196677315,China,Upper-Middle,-0.8245932981084132,CHN,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
255,"Gabrielle Christina Victoria ""Gabby"" Douglas",1,-1.2448026193733541,-0.3661264746877891,-0.4039143529512253,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
256,Simone Arianne Biles,1,-0.5161147977361645,-1.9428183953741656,-0.6884487611498671,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
257,Kohei Uchimura,0,0.45546896444675505,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,1.5293532652363717,Gold
258,Randy Jos Ler Bell,0,-0.27321885719043465,1.435807148953784,1.6826713071721482,Cuba,Developing,-2.294109336251159,CUB,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
259,Manami Ishizaka,1,-0.7590107382818945,-1.1544724350309774,-1.447207183012912,Japan,Developed,0.6449227400343326,JPN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
260,Monica Roberta Bergamelli,1,0.6983649049924849,-0.9292307320757807,-0.9729831693485089,Italy,Developed,0.6449227400343326,ITA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,3.529870920267787,
261,Ana Mara Izurieta Garca,1,-0.5161147977361645,-0.3661264746877891,-0.21422474748546408,Spain,Developed,0.6449227400343326,ESP,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
262,Oleh Yuriyovych Verniaiev,0,0.21257302390102517,0.08435693122260418,0.07030966071317776,Ukraine,Developing,-2.294109336251159,UKR,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,Silver
263,Zhang Nan,1,-0.7590107382818945,-1.379714137986174,-1.447207183012912,China,Upper-Middle,-0.8245932981084132,CHN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
264,Kohei Uchimura,0,0.45546896444675505,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,3.280070541751009,1.5293532652363717,Gold
265,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
266,Oleh Yuriyovych Verniaiev,0,0.21257302390102517,0.08435693122260418,0.07030966071317776,Ukraine,Developing,-2.294109336251159,UKR,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,Silver
267,Simone Arianne Biles,1,-0.5161147977361645,-1.9428183953741656,-0.6884487611498671,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
268,Dimitrij Nonin,0,-0.030322916644704725,1.2105654459985875,0.9239128853091032,Germany,Developed,0.6449227400343326,GER,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
269,Maria Olaru,1,-0.7590107382818945,0.3095986341778008,-0.5936039584169865,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
270,Aliya Farkhatovna Mustafina,1,-1.0019066788276243,0.1969777827002025,-0.5936039584169865,Russia,Upper-Middle,-0.8245932981084132,RUS,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
271,Danell Johan Leyva Gonzalez,0,-0.27321885719043465,1.0979445945209891,1.3032920962406256,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
272,Barbora Mokoov,1,-0.5161147977361645,0.8727028915657924,0.734223279843342,Slovakia,Developed,0.6449227400343326,SVK,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
273,Andreea Mdlina Rducan,1,-1.2448026193733541,-1.379714137986174,-1.6368967884786731,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
274,Allana Amy Slater,1,-1.2448026193733541,-0.5913681776429858,-0.4039143529512253,Australia,Developed,0.6449227400343326,AUS,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
275,Tina Erceg,1,0.6983649049924849,0.1969777827002025,-0.3090695502183447,Croatia,Developed,0.6449227400343326,CRO,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,1.5293532652363717,
276,Yang Wei,0,-0.27321885719043465,-0.028263920254994135,-0.024535142019702846,China,Upper-Middle,-0.8245932981084132,CHN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
277,Jelena Zanevskaja,1,-0.030322916644704725,0.1969777827002025,-0.21422474748546408,Lithuania,Developed,0.6449227400343326,LTU,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
278,Shawn Machel Johnson (-East),1,-1.2448026193733541,-1.717576692418969,-1.2575175775471508,United States,Developed,0.6449227400343326,USA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
279,Zhang Nan,1,-0.7590107382818945,-1.379714137986174,-1.447207183012912,China,Upper-Middle,-0.8245932981084132,CHN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
280,Filipe Ruben Mendona Bezugo,0,0.45546896444675505,0.42221948565539913,0.6393784771104615,Portugal,Developed,0.6449227400343326,POR,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
281,Yang Yun,1,-1.4876985599190842,-0.25350562321019077,-1.3523623802800313,China,Upper-Middle,-0.8245932981084132,CHN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
282,"Gabrielle Christina Victoria ""Gabby"" Douglas",1,-1.2448026193733541,-0.3661264746877891,-0.4039143529512253,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
283,Heo Seon-Mi,1,-1.0019066788276243,-0.5913681776429858,-1.3523623802800313,South Korea,Developed,0.6449227400343326,KOR,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
284,Simone Arianne Biles,1,-0.5161147977361645,-1.9428183953741656,-0.6884487611498671,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
285,Diego Matias Hyplito,0,0.21257302390102517,1.0979445945209891,1.3032920962406256,Brazil,Upper-Middle,-0.8245932981084132,BRA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
286,Andreea Roxana Acatrinei,1,-1.2448026193733541,-1.1544724350309774,-1.3523623802800313,Romania,Developed,0.6449227400343326,ROU,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
287,Svetlana Vasilyevna Khorkina,1,0.9412608455382149,0.5348403371329975,-0.6884487611498671,Russia,Upper-Middle,-0.8245932981084132,RUS,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
288,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
289,Mohamed Abdeldjalil Bourguieg,0,-0.5161147977361645,0.42221948565539913,-0.4039143529512253,Algeria,Developing,-2.294109336251159,ALG,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
290,Mohini Bhardwaj (-Barry),1,0.9412608455382149,-1.4923349894637723,-1.0678279720813895,United States,Developed,0.6449227400343326,USA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
291,Marine Petit,1,-1.4876985599190842,-0.4787473261653874,-1.1626727748142702,France,Developed,0.6449227400343326,FRA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
292,Liu Xuan,1,-0.030322916644704725,-0.8166098805981824,-0.5936039584169865,China,Upper-Middle,-0.8245932981084132,CHN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
293,"Gabrielle Christina Victoria ""Gabby"" Douglas",1,-1.2448026193733541,-0.3661264746877891,-0.4039143529512253,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
294,Aliya Farkhatovna Mustafina,1,-1.0019066788276243,0.1969777827002025,-0.5936039584169865,Russia,Upper-Middle,-0.8245932981084132,RUS,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
295,Shawn Machel Johnson (-East),1,-1.2448026193733541,-1.717576692418969,-1.2575175775471508,United States,Developed,0.6449227400343326,USA,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
296,Yang Tae-Yeong,0,0.6983649049924849,0.7600820400881941,0.8290680825762227,South Korea,Developed,0.6449227400343326,KOR,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
297,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
298,Dorina Bczg,1,-0.27321885719043465,-0.028263920254994135,-0.5936039584169865,Hungary,Developed,0.6449227400343326,HUN,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,1.5293532652363717,
299,Aurlie Malaussena,1,-0.7590107382818945,0.3095986341778008,0.9239128853091032,France,Developed,0.6449227400343326,FRA,2012 Summer,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
300,Kim Hyon-Il,0,1.4270527266296746,0.1969777827002025,0.4496888716447002,North Korea,Developing,-2.294109336251159,PRK,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
301,Aleksandr Shatilov,0,-0.030322916644704725,2.449394812252169,2.156895320836551,Israel,Developed,0.6449227400343326,ISR,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
302,Aliya Farkhatovna Mustafina,1,-0.030322916644704725,0.1969777827002025,-0.5936039584169865,Russia,Upper-Middle,-0.8245932981084132,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Bronze
303,Kohei Uchimura,0,-0.5161147977361645,-0.028263920254994135,-0.024535142019702846,Japan,Developed,0.6449227400343326,JPN,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
304,Maksim Igoryevich Devyatovsky,0,-0.27321885719043465,0.7600820400881941,0.6393784771104615,Russia,Upper-Middle,-0.8245932981084132,RUS,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
305,Yang Tae-Yeong,0,0.6983649049924849,0.7600820400881941,0.8290680825762227,South Korea,Developed,0.6449227400343326,KOR,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
306,Isabelle Severino,1,0.6983649049924849,0.9853237430433908,0.259999266178939,France,Developed,0.6449227400343326,FRA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
307,Zhang Nan,1,-0.7590107382818945,-1.379714137986174,-1.447207183012912,China,Upper-Middle,-0.8245932981084132,CHN,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
308,Andreas Toba,0,0.9412608455382149,1.3231862974761857,1.018757688041984,Germany,Developed,0.6449227400343326,GER,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
309,Sherine Ahmed El-Zeiny,1,-1.0019066788276243,0.1969777827002025,-0.4039143529512253,Egypt,Developing,-2.294109336251159,EGY,2008 Summer,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
310,Yang Wei,0,-0.27321885719043465,-0.028263920254994135,-0.024535142019702846,China,Upper-Middle,-0.8245932981084132,CHN,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
311,"Alexandra Rose ""Aly"" Raisman",1,0.21257302390102517,-0.3661264746877891,-0.21422474748546408,United States,Developed,0.6449227400343326,USA,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,3.280070541751009,1.5293532652363717,Silver
312,Guard Wayne Young,0,1.4270527266296746,-0.028263920254994135,0.07030966071317776,United States,Developed,0.6449227400343326,USA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
313,Oleh Yuriyovych Verniaiev,0,0.21257302390102517,0.08435693122260418,0.07030966071317776,Ukraine,Developing,-2.294109336251159,UKR,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,1.5293532652363717,Silver
314,Nikita Vladimirovich Nagorny,0,-0.5161147977361645,0.6474611886105958,1.208447293507745,Russia,Upper-Middle,-0.8245932981084132,RUS,2016 Summer,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,
315,Carly Rae Patterson (-Caldwell),1,-1.2448026193733541,-0.9292307320757807,-0.9729831693485089,United States,Developed,0.6449227400343326,USA,2004 Summer,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Gold
316,Danell Johan Leyva Gonzalez,0,-0.27321885719043465,1.0979445945209891,1.3032920962406256,United States,Developed,0.6449227400343326,USA,2012 Summer,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,-0.304479122019081,-0.4711643897950438,Bronze
317,Maria Olaru,1,-0.7590107382818945,0.3095986341778008,-0.5936039584169865,Romania,Developed,0.6449227400343326,ROU,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,Silver
318,Alena Valentinovna Polozkova,1,-0.030322916644704725,-0.8166098805981824,-1.0678279720813895,Belarus,Upper-Middle,-0.8245932981084132,BLR,2000 Summer,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,-0.304479122019081,-0.4711643897950438,
